site;secteur;date; passage;nombre_observateurs;observateur_1;observateur_2;observateur_3;observateur_4; placette;habitat_predominant;pourcentage_habitat_predominant;surface_eau_libre;temps_total_prospection_min;temps_recolte_par_personne_min;helophytes;helophytes_1;helophytes_2;helophytes_3;helophytes_4;profondeur_eau_cm;exuvies;remarque;nombre_exuvies_anisopteres;nombre_exuvies_zygopteres;espece;genre_famille;sexe;determinateur;verification_hors_PNR;nenuphar;exuvies_sur_nenuphar;temperature_generale;heure_arrivee;heure_depart;temps_passe
TDC;NA;10/08/2021;2;2;ME;BH;NA;NA;52;groupement_a_sphaignes_rouges;NA;0;5;NA;1;carex;joncs;NA;molinie;2;0;NA;NA;NA;NA;;NA;NA;NA;NA;NA;15,5;14:04:00;14:09:00;00:05
TDC;NA;10/08/2021;2;2;ME;BH;NA;NA;54;groupement_a_sphaignes_rouges;NA;0;5;NA;1;carex;joncs;NA;NA;0;0;NA;NA;NA;NA;;NA;NA;NA;NA;NA;15,5;14:17:00;14:22:00;00:05
TDC;NA;10/08/2021;2;2;ME;BH;NA;NA;57;groupement_a_sphaignes_rouges;NA;0;5;NA;1;NA;joncs;NA;molinie;0;0;NA;NA;NA;NA;;NA;NA;NA;NA;NA;15,5;14:24:00;14:29:00;00:05
TDC;NA;10/08/2021;2;2;ME;BH;NA;NA;3;eau_libre;NA;71_80;5;NA;1;NA;joncs;NA;molinie;>1;1;NA;1;NA;NA;;NA;ME_MC;NA;NA;NA;15,5;14:46:00;14:51:00;00:05
TDC;NA;10/08/2021;2;2;ME;BH;NA;NA;0;eau_libre;NA;71_80;5;NA;1;NA;NA;NA;molinie;>1;1;NA;1;NA;NA;;NA;ME_MC;NA;NA;NA;15,5;14:57:00;15:02:00;00:05
TDC;NA;10/08/2021;2;2;ME;BH;NA;NA;8;eau_libre;NA;71_80;5;NA;1;NA;NA;NA;molinie;>1;0;NA;NA;NA;NA;;NA;NA;NA;NA;NA;15,5;15:07:00;15:12:00;00:05
TDC;NA;10/08/2021;2;2;ME;BH;NA;NA;7;eau_libre;NA;71_80;5;NA;1;NA;NA;NA;molinie;>1;1;NA;1;NA;leucorrhinia_dubia;;NA;ME_MC;NA;NA;NA;15,5;15:15:00;15:20:00;00:05
TDC;NA;10/08/2021;2;2;ME;BH;NA;NA;6;eau_libre;NA;71_80;5;NA;1;NA;NA;NA;molinie;>1;0;NA;NA;NA;NA;;NA;NA;NA;NA;NA;15,5;15:25:00;15:30:00;00:05
TDC;NA;10/08/2021;2;2;ME;BH;NA;NA;79;groupement_a_carex_rostrata;NA;1_10;5;NA;1;carex;NA;NA;NA;3;1;NA;1;NA;leucorrhinia_dubia;;NA;NA;NA;NA;NA;15,5;15:36:00;15:41:00;00:05
TDC;NA;10/08/2021;2;2;ME;BH;NA;NA;79;groupement_a_carex_rostrata;NA;1_10;5;NA;1;carex;NA;NA;NA;3;1;NA;3;NA;NA;;NA;ME_MC;NA;NA;NA;15,5;15:36:00;15:41:00;00:05
TDC;NA;10/08/2021;2;2;ME;BH;NA;NA;29;tourbiere_tremblante;NA;0;5;NA;1;NA;joncs;NA;NA;0;0;NA;NA;NA;NA;;NA;NA;NA;NA;NA;15,5;15:45:00;15:50:00;00:05
TDC;NA;10/08/2021;2;2;ME;BH;NA;NA;80;groupement_a_carex_rostrata;NA;0;5;NA;1;carex;joncs;NA;molinie;0;1;NA;1;NA;leucorrhinia_dubia;;NA;ME_MC;NA;NA;NA;15,5;15:52:00;15:57:00;00:05
TDC;NA;10/08/2021;2;2;ME;BH;NA;NA;81;groupement_a_carex_rostrata;NA;0;5;NA;1;carex;NA;NA;molinie;0;1;NA;1;NA;aeshna_subarctica_elisabethae;;NA;ME_MC;NA;NA;NA;15,5;16:02:00;16:07:00;00:05
TDC;NA;10/08/2021;2;2;ME;BH;NA;NA;83;groupement_a_carex_rostrata;NA;1_10;5;NA;1;carex;NA;NA;NA;0;0;NA;NA;NA;NA;;NA;NA;NA;NA;NA;15,5;16:15:00;16:20:00;00:05
TDC;NA;10/08/2021;2;2;ME;BH;NA;NA;86;groupement_a_carex_rostrata;NA;0;5;NA;1;carex;NA;NA;molinie;0;1;NA;2;NA;leucorrhinia_dubia;;NA;ME_MC;NA;NA;NA;15,5;16:24:00;16:29:00;00:05
TDC;NA;10/08/2021;2;2;ME;BH;NA;NA;88;groupement_a_carex_rostrata;NA;41_50;6;NA;1;carex;joncs;NA;molinie;60;0;NA;NA;NA;NA;;NA;NA;NA;NA;NA;15,5;16:42:00;16:48:00;00:06
TDC;NA;10/08/2021;2;2;ME;BH;NA;NA;90;groupement_a_carex_rostrata;NA;41_50;5;NA;1;carex;joncs;NA;NA;10;1;NA;3;NA;leucorrhinia_dubia;;NA;ME_MC;NA;NA;NA;15,5;16:51:00;16:56:00;00:05
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;120;mare_a_scheuchzerie;NA;0;5;NA;1;carex;NA;NA;molinie;0;0;calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;10:19:00;10:24:00;00:05
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;97;mare_a_sphaigne_verte;NA;0;5;NA;1;carex;NA;scheuchzerie;molinie;0;0;calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;10:27:00;10:32:00;00:05
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;68;groupement_a_sphaignes_rouges;NA;0;5;NA;1;carex;NA;scheuchzerie;NA;0;0;calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;10:34:00;10:39:00;00:05
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;67;groupement_a_sphaignes_rouges;NA;0;5;NA;1;carex;NA;scheuchzerie;molinie;0;0;canneberge;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;10:40:00;10:45:00;00:05
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;69;groupement_a_sphaignes_rouges;NA;0;5;NA;1;carex;NA;NA;molinie;0;0;drosera;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;10:47:00;10:52:00;00:05
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;43;tourbiere_tremblante;NA;0;5;NA;1;carex;NA;scheuchzerie;molinie;0;0;calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;10:57:00;11:02:00;00:05
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;40;tourbiere_tremblante;NA;0;5;NA;1;carex;NA;NA;molinie;0;0;NA;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;11:04:00;11:09:00;00:05
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;37;tourbiere_tremblante;NA;0;5;NA;1;carex;NA;scheuchzerie;molinie;0;0;calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;11:12:00;11:17:00;00:05
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;38;tourbiere_tremblante;NA;0;5;NA;1;carex;NA;NA;molinie;0;0;eriophorum_vaginatum;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;11:20:00;11:25:00;00:05
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;35;tourbiere_tremblante;NA;0;5;NA;1;carex;NA;NA;molinie;0;0;NA;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;11:28:00;11:33:00;00:05
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;85;groupement_a_carex_rostrata;NA;0;4;NA;1;carex;NA;NA;NA;0;0;drosera;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;11:35:00;11:39:00;00:04
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;89;groupement_a_carex_rostrata;NA;0;5;NA;1;carex;NA;NA;molinie;0;0;NA;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;11:51:00;11:56:00;00:05
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;92;groupement_a_carex_rostrata;NA;0;5;NA;1;carex;NA;NA;molinie;0;0;NA;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;11:57:00;12:02:00;00:05
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;93;groupement_a_carex_rostrata;NA;0;5;NA;1;carex;NA;NA;NA;0;0;NA;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;12:04:00;12:09:00;00:05
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;14;eau_libre;NA;51_60;5;NA;1;NA;NA;NA;molinie;>1;0;NA;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;12:16:00;12:21:00;00:05
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;11;eau_libre;NA;41_50;5;NA;1;NA;NA;NA;molinie;>1;1;NA;3;NA;leucorrhinia_dubia;;NA;ME_MC;NA;NA;NA;11,3;12:23:00;12:28:00;00:05
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;11;eau_libre;NA;41_50;5;NA;1;NA;NA;NA;molinie;>1;1;NA;10;NA;NA;libellulidae;NA;ME_MC;NA;NA;NA;11,3;12:23:00;12:28:00;00:05
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;11;eau_libre;NA;41_50;5;NA;1;NA;NA;NA;molinie;>1;1;NA;NA;2;chalcolestes_viridis;;NA;ME_MC;NA;NA;NA;11,3;12:23:00;12:28:00;00:05
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;91;groupement_a_carex_rostrata;NA;0;5;NA;1;NA;NA;NA;molinie;0;0;NA;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;12:23:00;12:28:00;00:05
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;16;eau_libre;NA;51_60;5;NA;1;carex;NA;NA;molinie;>1;1;carex_rostrata;3;NA;sympetrum_danae;;NA;ME_MC;NA;NA;NA;11,3;12:35:00;12:40:00;00:05
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;16;eau_libre;NA;51_60;5;NA;1;carex;NA;NA;molinie;>1;1;carex_rostrata;NA;1;chalcolestes_viridis;;NA;ME_MC;NA;NA;NA;11,3;12:35:00;12:40:00;00:05
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;16;eau_libre;NA;51_60;5;NA;1;carex;NA;NA;molinie;>1;1;carex_rostrata;NA;1;sympecma_fusca;;NA;ME_MC;NA;NA;NA;11,3;12:35:00;12:40:00;00:05
TDC;NA;17/08/2021;2;2;ME;HL;NA;NA;96;groupement_a_carex_rostrata;NA;0;5;NA;1;carex;NA;NA;NA;0;0;NA;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;12:48:00;12:53:00;00:05
TDC;NA;17/08/2021;2;1;ME;NA;NA;NA;31;tourbiere_tremblante;NA;0;10;NA;1;carex;NA;NA;molinie;0;0;calluna_vulgaris_canneberge;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;13:52:00;14:02:00;00:10
TDC;NA;17/08/2021;2;1;ME;NA;NA;NA;116;mare_a_scheuchzerie;NA;0;5;NA;1;carex;NA;scheuchzerie;NA;0;0;calluna_vulgaris_drosera;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;14:02:00;14:07:00;00:05
TDC;NA;17/08/2021;2;1;ME;NA;NA;NA;115;mare_a_scheuchzerie;NA;0;5;NA;1;carex;NA;scheuchzerie;molinie;0;0;calluna_vulgaris_canneberge;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;14:09:00;14:14:00;00:05
TDC;NA;17/08/2021;2;1;ME;NA;NA;NA;98;mare_a_scheuchzerie;NA;0;10;NA;1;carex;NA;scheuchzerie;molinie;0;0;calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;14:45:00;14:55:00;00:10
TDC;NA;17/08/2021;2;1;ME;NA;NA;NA;103;mare_a_scheuchzerie;NA;1_10;10;NA;1;carex;NA;scheuchzerie;NA;0;0;calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;14:56:00;15:06:00;00:10
TDC;NA;17/08/2021;2;1;ME;NA;NA;NA;104;mare_a_scheuchzerie;NA;0;10;NA;1;carex;NA;scheuchzerie;NA;0;0;calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;15:05:00;15:15:00;00:10
TDC;NA;17/08/2021;2;1;ME;NA;NA;NA;108;mare_a_scheuchzerie;NA;0;10;NA;1;carex;NA;scheuchzerie;NA;0;0;calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;15:15:00;15:25:00;00:10
TDC;NA;17/08/2021;2;1;MC;NA;NA;NA;61;groupement_a_sphaignes_rouges;NA;0;10;NA;0;NA;NA;NA;NA;0;0;eriophorum_vaginatum_calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;10:17:00;10:27:00;00:10
TDC;NA;17/08/2021;2;1;MC;NA;NA;NA;60;groupement_a_sphaignes_rouges;NA;0;10;NA;0;NA;NA;NA;NA;0;0;calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;10:27:00;10:37:00;00:10
TDC;NA;17/08/2021;2;1;MC;NA;NA;NA;65;groupement_a_sphaignes_rouges;NA;0;10;NA;1;NA;NA;scheuchzerie;molinie;0;0;eriophorum_vaginatum_calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;10:37:00;10:47:00;00:10
TDC;NA;17/08/2021;2;1;MC;NA;NA;NA;64;groupement_a_sphaignes_rouges;NA;0;10;NA;1;NA;NA;scheuchzerie;molinie;0;0;eriophorum_vaginatum_calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;10:47:00;10:57:00;00:10
TDC;NA;17/08/2021;2;1;MC;NA;NA;NA;39;tourbiere_tremblante;NA;0;10;NA;1;NA;NA;NA;molinie;0;0;sphaigne_verte_eriophorum_vaginatum_calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;10:58:00;11:08:00;00:10
TDC;NA;17/08/2021;2;1;MC;NA;NA;NA;36;tourbiere_tremblante;NA;0;10;NA;1;carex;NA;scheuchzerie;molinie;0;0;sphaigne_verte;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;11:08:00;11:18:00;00:10
TDC;NA;17/08/2021;2;1;MC;NA;NA;NA;34;tourbiere_tremblante;NA;11_20;10;NA;1;NA;NA;NA;molinie;>1;0;poacee_sphaigne_verte;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;11:18:00;11:28:00;00:10
TDC;NA;17/08/2021;2;1;MC;NA;NA;NA;10;eau_libre;NA;21_30;10;NA;1;carex;NA;NA;molinie;>1;0;un agrion adulte / poacee_sphaigne_verte;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;11:28:00;11:38:00;00:10
TDC;NA;17/08/2021;2;1;MC;NA;NA;NA;9;eau_libre;NA;31_40;10;NA;1;carex;NA;NA;molinie;>1;1;un adulte à identifier photo / poacee_sphaigne_verte;2;NA;leucorrhinia_dubia;;NA;ME_MC;NA;NA;NA;11,3;11:38:00;11:48:00;00:10
TDC;NA;17/08/2021;2;1;MC;NA;NA;NA;42;tourbiere_tremblante;NA;0;10;NA;1;carex;NA;NA;molinie;0;0;poacee_sphaigne_verte;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;11:52:00;12:02:00;00:10
TDC;NA;17/08/2021;2;1;MC;NA;NA;NA;46;tourbiere_tremblante;NA;0;10;NA;1;NA;NA;NA;molinie;0;0;NA;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;12:02:00;12:12:00;00:10
TDC;NA;17/08/2021;2;1;MC;NA;NA;NA;94;groupement_a_carex_rostrata;NA;0;10;NA;1;carex;NA;NA;molinie;0;1;sphaigne_verte;4;NA;leucorrhinia_dubia;;NA;ME_MC;NA;NA;NA;11,3;12:12:00;12:22:00;00:10
TDC;NA;17/08/2021;2;1;MC;NA;NA;NA;95;groupement_a_carex_rostrata;NA;1_10;10;NA;1;carex;NA;NA;molinie;2;1;sphaigne_verte;11;NA;NA;degradee;NA;ME_MC;NA;NA;NA;11,3;12:26:00;12:36:00;00:10
TDC;NA;17/08/2021;2;1;MC;NA;NA;NA;95;groupement_a_carex_rostrata;NA;1_10;10;NA;1;carex;NA;NA;molinie;2;1;sphaigne_verte;21;NA;leucorrhinia_dubia;;NA;ME_MC;NA;NA;NA;11,3;12:26:00;12:36:00;00:10
TDC;NA;17/08/2021;2;1;MC;NA;NA;NA;95;groupement_a_carex_rostrata;NA;1_10;10;NA;1;carex;NA;NA;molinie;2;1;sphaigne_verte;NA;1;chalcolestes_viridis;;NA;ME_MC;NA;NA;NA;11,3;12:26:00;12:36:00;00:10
TDC;NA;17/08/2021;2;1;MC;NA;NA;NA;23;eau_libre;NA;21_30;10;NA;1;carex;NA;NA;molinie;>1;1;sphaigne_verte;19;NA;leucorrhinia_dubia;;NA;ME_MC;NA;NA;NA;11,3;12:40:00;12:50:00;00:10
TDC;NA;17/08/2021;2;1;MC;NA;NA;NA;23;eau_libre;NA;21_30;10;NA;1;carex;NA;NA;molinie;>1;1;sphaigne_verte;NA;2;NA;zygoptere;NA;ME_MC;NA;NA;NA;11,3;12:40:00;12:50:00;00:10
TDC;NA;17/08/2021;2;2;MC;HL;NA;NA;33;tourbiere_tremblante;NA;0;5;NA;1;NA;NA;NA;molinie;0;0;eriophorum_vaginatum_calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;13:51:00;13:56:00;00:05
TDC;NA;17/08/2021;2;2;MC;HL;NA;NA;27;tourbiere_tremblante;NA;0;6;NA;1;NA;NA;NA;molinie;0;0;eriophorum_vaginatum_calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;13:58:00;14:04:00;00:06
TDC;NA;17/08/2021;2;2;MC;HL;NA;NA;25;tourbiere_tremblante;NA;0;5;NA;1;NA;NA;scheuchzerie;molinie;0;0;eriophorum_vaginatum_calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;14:05:00;14:10:00;00:05
TDC;NA;17/08/2021;2;2;MC;HL;NA;NA;113;tourbiere_tremblante;NA;0;5;NA;1;NA;NA;scheuchzerie;molinie;0;0;eriophorum_vaginatum_calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;14:10:00;14:15:00;00:05
TDC;NA;17/08/2021;2;2;MC;HL;NA;NA;26;tourbiere_tremblante;NA;0;5;NA;1;NA;NA;NA;molinie;0;0;eriophorum_vaginatum_calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;14:15:00;14:20:00;00:05
TDC;NA;17/08/2021;2;2;MC;HL;NA;NA;99;mare_a_scheuchzerie;NA;0;5;NA;1;NA;NA;scheuchzerie;molinie;0;0;sec_sphaigne_verte;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;14:45:00;14:50:00;00:05
TDC;NA;17/08/2021;2;2;MC;HL;NA;NA;102;mare_a_scheuchzerie;NA;0;5;NA;1;carex;NA;scheuchzerie;molinie;0;0;sphaigne_verte_calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;14:50:00;14:55:00;00:05
TDC;NA;17/08/2021;2;2;MC;HL;NA;NA;101;mare_a_scheuchzerie;NA;0;5;NA;1;carex;NA;scheuchzerie;molinie;0;0;sphaigne_verte_calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;14:55:00;15:00:00;00:05
TDC;NA;17/08/2021;2;2;MC;HL;NA;NA;105;mare_a_scheuchzerie;NA;0;5;NA;1;carex;NA;scheuchzerie;molinie;0;0;sphaigne_verte_calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;15:00:00;15:05:00;00:05
TDC;NA;17/08/2021;2;2;MC;HL;NA;NA;106;mare_a_scheuchzerie;NA;0;5;NA;1;carex;NA;scheuchzerie;molinie;0;0;sphaigne_verte_calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;15:05:00;15:10:00;00:05
TDC;NA;17/08/2021;2;2;MC;HL;NA;NA;109;mare_a_scheuchzerie;NA;1_10;5;NA;1;NA;NA;scheuchzerie;molinie;2;0;sphaigne_verte_calluna_vulgaris_1_adulte_mort;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;15:10:00;15:15:00;00:05
TDC;NA;17/08/2021;2;2;MC;HL;NA;NA;111;mare_a_scheuchzerie;NA;0;5;NA;1;carex;NA;scheuchzerie;NA;0;0;calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;15:15:00;15:20:00;00:05
TDC;NA;17/08/2021;2;2;MC;HL;NA;NA;107;mare_a_scheuchzerie;NA;1_10;5;NA;1;carex;NA;scheuchzerie;NA;>1;0;calluna_vulgaris;NA;NA;NA;;NA;NA;NA;NA;NA;11,3;15:22:00;15:27:00;00:05
